"color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
"Color","Tom Kalin",121,97,4,577,"Elena Anaya",13000,434417,"Drama","Eddie Redmayne","Savage Grace ",8867,15093,"Stephen Dillane",1,"incest|male nudity|older man younger woman relationship|orgasm|son murders mother","http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1",65,"English","Spain","Not Rated",4600000,2007,1000,5.9,1.85,0
" Black and White","Troy Duffy",100,102,78,184,"David Della Rocco",12000,NA,"Action|Crime|Thriller","Norman Reedus","The Boondock Saints ",197845,12680,"Bob Marley",2,"fbi|fbi agent|friend|irish|mafia","http://www.imdb.com/title/tt0144117/?ref_=fn_tt_tt_1",876,"English","Canada","R",7e+06,1999,333,7.9,2.35,16000
"Color","Carmen Marron",8,105,29,76,"Aimee Garcia",847,178739,"Drama|Musical","Jossara Jinaro","Go for It! ",1015,1668,"Rene Rosado",0,"exclamation point in title|imperative in title|punctuation in title|three word title","http://www.imdb.com/title/tt1307926/?ref_=fn_tt_tt_1",10,"English","USA","PG-13",2450000,2011,618,3.9,1.85,566
"Color","Karen Moncrieff",44,88,22,275,"Agnes Bruckner",638,464126,"Drama","Frances Fisher","Blue Car ",3142,1641,"A.J. Buckley",0,"contest|poetry|refusing to eat|starving oneself|teenage girl","http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1",68,"English","USA","R",1e+06,2002,400,6.7,1.85,115
"Color","Bobby Farrelly",62,117,101,743,"Lin Shaye",13000,24944213,"Comedy|Sport","Bill Murray","Kingpin ",63459,16937,"Richard Tyson",2,"amish|bowling|on the road|rubber hand|tournament","http://www.imdb.com/title/tt0116778/?ref_=fn_tt_tt_1",185,"English","USA","PG-13",2.7e+07,1996,852,6.9,2.35,3000
"Color","Brian Robbins",67,106,48,35,"Ron Lester",23000,52885587,"Comedy|Drama|Romance|Sport","Paul Walker","Varsity Blues ",35312,23369,"Mark Walters",0,"coach|coyote|popularity|quarterback|texas","http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1",267,"English","USA","R",1.6e+07,1999,255,6.4,1.85,0
"Color","Paul Verhoeven",196,113,719,217,"Rachel Ticotin",605,119412921,"Action|Sci-Fi","Ronny Cox","Total Recall ",240241,1441,"Marshall Bell",0,"ambiguous ending|false memory|implanted memory|memory|space colony","http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1",391,"English","USA","R",6.5e+07,1990,308,7.5,1.85,0
"Color","",4,60,NA,398,"Brittany Curran",629,NA,"Drama|Mystery|Thriller","Grey Damon","Twisted             ",7945,2758,"Aaron Hill",2,"","http://www.imdb.com/title/tt2355844/?ref_=fn_tt_tt_1",22,"English","USA","",NA,NA,512,7.5,16,915
"Color","Stig Bergqvist",41,78,0,786,"Casey Kasem",971,76501438,"Adventure|Animation|Comedy|Family|Romance","Elizabeth Daily","Rugrats in Paris: The Movie ",8146,4527,"Debbie Reynolds",0,"amusement park|baby|france|paris france|villain","http://www.imdb.com/title/tt0213203/?ref_=fn_tt_tt_1",49,"English","Germany","G",3e+07,2000,844,6.1,1.85,181
"Color","Wes Anderson",179,93,0,766,"Connie Nielsen",13000,17096053,"Comedy|Drama","Bill Murray","Rushmore ",134458,15716,"Olivia Williams",2,"coming of age|friendship|private school|student|teacher","http://www.imdb.com/title/tt0128445/?ref_=fn_tt_tt_1",640,"English","USA","R",9e+06,1998,933,7.7,2.35,5000
"Color","Gaspar Noé",216,161,929,116,"Emily Alyn Lind",488,336467,"Drama|Fantasy","Paz de la Huerta","Enter the Void ",45449,943,"Olly Alexander",0,"drug deal|drugs|explicit sex|love|stripper","http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1",192,"English","France","Not Rated",1.3e+07,2009,289,7.3,2.35,23000
"Color","Richard Benjamin",20,105,121,354,"Jane Krakowski",3000,10070000,"Comedy|Drama|Romance","Brendan Fraser","Mrs. Winterbourne ",5668,5023,"Cathryn de Prume",3,"love|train|train wreck|twin brother|two word title","http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1",50,"English","USA","PG-13",2.5e+07,1996,624,6.2,1.85,491
"Color","François Ozon",160,102,341,15,"Ludivine Sagnier",844,10105505,"Crime|Drama|Mystery|Thriller","Charlotte Rampling","Swimming Pool ",35065,1389,"Jean-Claude Lecas",0,"luberon|mystery writer|night|publisher|swimming","http://www.imdb.com/title/tt0324133/?ref_=fn_tt_tt_1",288,"English","France","R",NA,2003,521,6.8,1.85,0
"Color","Stephen Hillenburg",89,87,47,217,"Bill Fagerbakke",19000,85416609,"Adventure|Animation|Comedy|Family|Fantasy","Scarlett Johansson","The SpongeBob SquarePants Movie ",58906,20097,"Rodger Bumpass",0,"based on tv series|crown|dream|king neptune|plankton","http://www.imdb.com/title/tt0345950/?ref_=fn_tt_tt_1",186,"English","USA","PG",3e+07,2004,542,7,1.85,0
"Color","Kelly Reichardt",189,80,129,26,"Lucy",375,856942,"Drama","John Robinson","Wendy and Lucy ",12241,460,"Will Oldham",1,"car|dog|flip phone|rape threat|vulnerable","http://www.imdb.com/title/tt1152850/?ref_=fn_tt_tt_1",112,"English","USA","R",2e+05,2008,44,7.1,1.85,0
"Color","Lawrence Kasdan",40,212,759,812,"Catherine O'Hara",2000,25052000,"Adventure|Biography|Crime|Drama|Western","Dennis Quaid","Wyatt Earp ",35314,5708,"Isabella Rossellini",0,"historically inaccurate|name calling|penis slur|vomiting|wyatt earp","http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1",145,"English","USA","PG-13",6.3e+07,1994,925,6.6,2.35,0
"Color","Mary Harron",288,102,126,517,"Justin Theroux",23000,15047419,"Crime|Drama","Christian Bale","American Psycho ",357275,25462,"Samantha Mathis",1,"1980s|business card|male rear nudity|materialism|narcissism","http://www.imdb.com/title/tt0144084/?ref_=fn_tt_tt_1",1061,"English","USA","R",7e+06,2000,1000,7.6,2.35,18000
"Color","Takashi Yamazaki",44,138,7,16,"Meisa Kuroki",84,NA,"Action|Adventure|Drama|Sci-Fi","Takuya Kimura","Space Battleship Yamato ",4899,164,"Hiroyuki Ikeuchi",0,"alien|battleship|message|radiation|yamato","http://www.imdb.com/title/tt1477109/?ref_=fn_tt_tt_1",49,"Japanese","Japan","TV-14",1.2e+07,2010,33,6.1,2.35,0
"Color","Cheryl Dunye",33,86,17,581,"Marsha Thomason",873,17321573,"Comedy","Michael Imperioli","My Baby's Daddy ",3119,3646,"Bai Ling",5,"animal costume|break up|fatherhood|rapper|talking baby","http://www.imdb.com/title/tt0332712/?ref_=fn_tt_tt_1",18,"English","USA","PG-13",NA,2004,691,4.5,1.85,151
"Color","Bigas Luna",22,101,163,34,"Aitana Sánchez-Gijón",837,244465,"Drama|Romance","Olivier Martinez","The Chambermaid on the Titanic ",1135,1019,"Romane Bohringer",1,"foundry|foundry worker|french|friend|titanic","http://www.imdb.com/title/tt0129923/?ref_=fn_tt_tt_1",14,"French","France","",NA,1997,130,6.8,2.35,85
"Color","Raja Menon",39,130,6,12,"Sameer Ali Khan",85,NA,"Action|Drama|History|Thriller|War","Nimrat Kaur","Airlift ",30977,151,"Purab Kohli",1,"1990s|businessman|evacuation|historical fiction|kuwait","http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1",178,"Hindi","India","",4400000,2016,26,8.5,2.35,10000
"Color","F. Gary Gray",110,109,473,582,"Jeff Kober",14000,26183197,"Action|Crime|Drama|Thriller","Vin Diesel","A Man Apart ",38348,16611,"Larenz Tate",0,"bust|dea|drug cartel|justice|tragic hero","http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1",135,"English","USA","R",3.6e+07,2003,919,6.1,2.35,0
"Color","Lukas Moodysson",112,109,187,0,"Artyom Bogucharskiy",129,181655,"Crime|Drama","Oksana Akinshina","Lilya 4-Ever ",35464,131,"Lyubov Agapova",1,"abandoned by mother|poverty|sex trade|teenage prostitution|unpaid bill","http://www.imdb.com/title/tt0300140/?ref_=fn_tt_tt_1",206,"Russian","Sweden","R",NA,2002,2,7.9,1.85,0
"Color","Robert Zemeckis",221,143,0,272,"Paul Sanchez",15000,233630478,"Adventure|Drama|Romance","Tom Hanks","Cast Away ",394317,15838,"Nick Searcy",1,"christmas|island|love|survival|talking to inanimate object","http://www.imdb.com/title/tt0162222/?ref_=fn_tt_tt_1",1051,"English","USA","PG-13",9e+07,2000,410,7.7,1.85,23000
"Color","John Waters",73,108,0,105,"Mink Stole",462,180483,"Comedy|Crime|Horror","Divine","Pink Flamingos ",16792,760,"Edith Massey",2,"absurd humor|egg|gross out humor|lesbian|sex","http://www.imdb.com/title/tt0069089/?ref_=fn_tt_tt_1",183,"English","USA","NC-17",10000,1972,143,6.1,1.37,0
"Color","Peyton Reed",517,117,235,680,"Hayley Atwell",2000,180191634,"Action|Adventure|Comedy|Sci-Fi","Judy Greer","Ant-Man ",313866,5730,"T.I.",6,"ant|chinatown san francisco|heist|sabotage|vault","http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1",549,"English","USA","PG-13",1.3e+08,2015,2000,7.4,1.85,61000
"Color","Louis Leterrier",344,106,255,850,"Jason Flemyng",14000,163192114,"Action|Adventure|Fantasy","Liam Neeson","Clash of the Titans ",229679,18003,"Alexa Davalos",0,"famous line|hand to hand combat|kraken|rape|zeus","http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1",637,"English","USA","PG-13",1.25e+08,2010,1000,5.8,2.35,15000
"Color","Boaz Yakin",157,120,132,1000,"Denzel Washington",33000,115648585,"Biography|Drama|Sport","Ryan Gosling","Remember the Titans ",160776,54877,"Ethan Suplee",1,"american football|based on true story|head coach|high school|school","http://www.imdb.com/title/tt0210945/?ref_=fn_tt_tt_1",402,"English","USA","PG",3e+07,2000,18000,7.8,2.35,0
"Color","Robert Duvall",95,134,3000,77,"Todd Allen",205,20733485,"Drama","John Beasley","The Apostle ",11622,428,"June Carter Cash",1,"church|louisiana|minister|preacher|texas","http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1",157,"English","USA","PG-13",5e+06,1997,130,7.2,1.85,1000
"Color","John Dahl",121,93,131,90,"Aaron Hughes",497,2426851,"Comedy|Crime|Romance|Thriller","Philip Baker Hall","You Kill Me ",16224,776,"Jayne Eastwood",1,"alcoholic|buffalo new york|claim in title|embalming|mortuary","http://www.imdb.com/title/tt0796375/?ref_=fn_tt_tt_1",76,"English","USA","R",4e+06,2007,113,6.5,2.55,830
"Color","Mark Griffiths",3,84,4,271,"Gina Holden",637,NA,"Comedy|Romance","Eric Mabius","How to Fall in Love ",1929,1932,"Brooke D'Orsay",2,"","http://www.imdb.com/title/tt2395247/?ref_=fn_tt_tt_1",4,"English","USA","TV-G",4e+06,2012,346,6.3,1.78,170
"Color","Robert Luketic",163,96,126,584,"Raquel Welch",2000,95001351,"Comedy|Romance","Linda Cardellini","Legally Blonde ",131801,4380,"Alanna Ubach",1,"blonde|harvard|law|law school|sorority","http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1",548,"English","USA","PG-13",1.8e+07,2001,788,6.2,2.35,0
"Color","John Sturges",111,172,120,145,"Donald Pleasence",773,NA,"Adventure|Drama|History|Thriller|War","James Coburn","The Great Escape ",165638,1785,"Gordon Jackson",0,"digging|escape|escape attempt|prisoner|tunnel","http://www.imdb.com/title/tt0057115/?ref_=fn_tt_tt_1",301,"English","USA","Approved",4e+06,1963,742,8.3,2.35,8000
"Color","John Lafia",59,72,5,435,"Beth Grant",659,28501605,"Fantasy|Horror","Jenny Agutter","Child's Play 2 ",31371,2646,"Greg Germann",0,"boy|doll|foster home|killer doll|serial killer","http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1",166,"English","USA","R",1.3e+07,1990,628,5.7,1.85,0
"Color","Adam Rapp",50,98,9,405,"Will Ferrell",11000,101228,"Comedy|Drama","Zooey Deschanel","Winter Passing ",7228,20009,"Dallas Roberts",4,"love|michigan|musician|novelist|student","http://www.imdb.com/title/tt0380817/?ref_=fn_tt_tt_1",53,"English","USA","R",3500000,2005,8000,6.4,1.85,414
"Color","Elaine May",49,107,124,572,"Warren Beatty",636,14375181,"Action|Adventure|Comedy|Music|Thriller","Carol Kane","Ishtar ",8692,3374,"Isabelle Adjani",2,"cia|emir|hotel|map|morocco","http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1",126,"English","USA","PG-13",5.1e+07,1987,631,4.2,1.85,754
"Color","David O. Russell",410,116,737,141,"Jack McGee",23000,93571803,"Biography|Drama|Sport","Christian Bale","The Fighter ",275869,23811,"Melissa McMeekin",2,"boxer|boxing|boxing match|crack cocaine|lowell massachusetts","http://www.imdb.com/title/tt0964517/?ref_=fn_tt_tt_1",389,"English","USA","R",2.5e+07,2010,238,7.9,2.35,36000
"Color","Renny Harlin",61,124,212,810,"Frank Langella",1000,11000000,"Action|Adventure|Comedy","Christopher Masterson","Cutthroat Island ",21102,3611,"Matthew Modine",3,"latin|pirate|pirate ship|treasure|treasure map","http://www.imdb.com/title/tt0112760/?ref_=fn_tt_tt_1",169,"English","USA","PG-13",9.8e+07,1995,903,5.6,2.35,1000
"Color","Patricia Cardoso",75,90,15,453,"Lupe Ontiveros",953,5844929,"Comedy|Drama","America Ferrera","Real Women Have Curves ",6000,2510,"George Lopez",1,"education|factory|high school|mexican american|religious icon","http://www.imdb.com/title/tt0296166/?ref_=fn_tt_tt_1",109,"English","USA","PG-13",3e+06,2002,625,7,1.85,595
"Color","David Worth",4,91,58,69,"Jonathan Mangum",847,NA,"Horror|Thriller","Jessica Szohr","House at the End of the Drive ",330,1159,"Angela Jones",0,"ghost story|manson family|paranormal|real life event|reference to sharon tate","http://www.imdb.com/title/tt0464054/?ref_=fn_tt_tt_1",6,"English","USA","R",1400000,2014,147,6.9,NA,223
"Color","Brian Helgeland",112,102,241,127,"Mark Addy",13000,7659747,"Action|Mystery|Thriller","Heath Ledger","The Order ",14962,14165,"Benno Fürmann",1,"death|exorcism|heaven|priest|sin eater","http://www.imdb.com/title/tt0304711/?ref_=fn_tt_tt_1",204,"English","USA","R",3.8e+07,2003,891,5.1,1.85,704
"Color","Joe Charbanic",103,97,10,178,"Joseph Sikora",18000,28927720,"Crime|Horror|Mystery|Thriller","Keanu Reeves","The Watcher ",22220,18688,"Chris Ellis",0,"fbi|murder|scene of the crime|serial killer|therapy","http://www.imdb.com/title/tt0204626/?ref_=fn_tt_tt_1",181,"English","USA","R",3.3e+07,2000,223,5.3,1.85,463
"Color","Tran Anh Hung",59,114,157,32,"Simón Andreu",84,NA,"Thriller","Takuya Kimura","I Come with the Rain ",2541,198,"Shawn Yue",0,"gangster|hong kong|missing person|missing son|serial killer","http://www.imdb.com/title/tt1024744/?ref_=fn_tt_tt_1",20,"English","France","Not Rated",1.8e+07,2009,35,5.5,2.35,342
"Color","Jonathan Mostow",178,116,84,563,"Thomas Kretschmann",11000,77086030,"Action|War","Matthew McConaughey","U-571 ",65297,14931,"David Keith",0,"battle|historically inaccurate|submarine movie|u boat|world war two","http://www.imdb.com/title/tt0141926/?ref_=fn_tt_tt_1",602,"English","France","PG-13",6.2e+07,2000,919,6.6,2.35,0
"Color","",9,60,NA,468,"Joan Allen",971,NA,"Drama|Mystery","Zach Gilford","The Family             ",3322,3295,"Liam James",4,"family drama|lie|missing child|political campaign|secret","http://www.imdb.com/title/tt4428038/?ref_=fn_tt_tt_1",30,"English","USA","TV-PG",NA,NA,805,7.5,16,0
"Color","Frank Darabont",330,126,0,745,"Alexa Davalos",2000,25592632,"Horror","Toby Jones","The Mist ",220475,5371,"Jeffrey DeMunn",0,"desperation|fog|giant insect|survival|survival horror","http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1",1066,"English","USA","R",1.8e+07,2007,850,7.2,1.85,20000
"Color","Maïwenn",163,127,236,68,"Maïwenn",580,171320,"Crime|Drama","Riccardo Scamarcio","Polisse ",10796,1129,"Karin Viard",1,"abusive parent|child molester|child protection|photographer|police","http://www.imdb.com/title/tt1661420/?ref_=fn_tt_tt_1",33,"French","France","Not Rated",NA,2011,236,7.3,1.85,0
"Color","Paul W.S. Anderson",247,109,545,727,"Colin Salmon",886,80281096,"Action|Horror|Sci-Fi|Thriller","Sanaa Lathan","AVP: Alien vs. Predator ",143628,3222,"Raoul Bova",0,"alien|antarctica|predator|pyramid|satellite","http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1",1283,"English","USA","PG-13",6e+07,2004,766,5.6,2.35,0
"Color","Craig Gillespie",226,106,44,552,"Kelli Garner",33000,5949693,"Comedy|Drama|Romance","Ryan Gosling","Lars and the Real Girl ",114762,34351,"Paul Schneider",1,"in love with an inanimate object|internet|introvert|psychologist|sex doll","http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1",299,"English","USA","PG-13",1.2e+07,2007,730,7.4,1.85,19000
"Color","Chris Carter",270,108,251,296,"Callum Rennie",826,20981633,"Drama|Mystery|Sci-Fi|Thriller","Mitch Pileggi","The X Files: I Want to Believe ",78256,2351,"Nicki Aycox",0,"fbi|priest|psychic|psychic vision|staff physician","http://www.imdb.com/title/tt0443701/?ref_=fn_tt_tt_1",492,"English","USA","PG-13",3e+07,2008,716,5.9,2.35,0
"Color","Peter Segal",265,110,88,11000,"Dwayne Johnson",13000,130313314,"Action|Adventure|Comedy","Bill Murray","Get Smart ",168172,44798,"Anne Hathaway",1,"airplane|misunderstanding|obese woman|overweight woman|spy","http://www.imdb.com/title/tt0425061/?ref_=fn_tt_tt_1",380,"English","USA","PG-13",8e+07,2008,12000,6.5,1.85,0
"Color","Jessica Bendinger",90,103,31,733,"Vanessa Lengies",12000,26870825,"Comedy|Drama|Sport","Jeff Bridges","Stick It ",22604,14903,"John Patrick Amedori",3,"coach|gymnastics|houston texas|teenager|texas","http://www.imdb.com/title/tt0430634/?ref_=fn_tt_tt_1",124,"English","Germany","PG-13",NA,2006,804,6.4,1.85,0
"Color","Chris Eyre",56,89,149,580,"Irene Bedard",912,6719300,"Comedy|Drama","Michael Greyeyes","Smoke Signals ",8224,3163,"Gary Farmer",3,"family abandonment|fire|loss of father|native american protagonist|native american reservation","http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1",132,"English","Canada","PG-13",2e+06,1998,752,7.2,1.85,0
" Black and White","Andrew Bujalski",52,109,26,3,"Kate Dollenmayer",26,NA,"Comedy","Andrew Bujalski","Mutual Appreciation ",1578,38,"Justin Rice",0,"friendship|guitarist|mumblecore|musician|new york","http://www.imdb.com/title/tt0446747/?ref_=fn_tt_tt_1",23,"English","USA","R",NA,2005,6,6.9,1.66,91
"Color","John G. Avildsen",81,126,80,225,"William Zabka",668,90800000,"Action|Drama|Family|Sport","Martin Kove","The Karate Kid ",126907,2004,"William Bassett",0,"apartment|bully|fight|karate|master","http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1",235,"English","USA","PG",8e+06,1984,641,7.2,1.85,0
"Color","Paul Feig",371,131,176,460,"Wendi McLendon-Covey",722,169076745,"Comedy|Romance","Matt Lucas","Bridesmaids ",218711,3229,"Steve Bannos",6,"best friend|failure|food|job|partial female nudity","http://www.imdb.com/title/tt1478338/?ref_=fn_tt_tt_1",485,"English","USA","R",32500000,2011,655,6.8,2.35,27000
"Color","Bobby Farrelly",123,118,101,327,"Terence Bernie Hines",13000,33828318,"Comedy","Matt Damon","Stuck on You ",44453,14036,"Seymour Cassel",2,"actor|conjoined twins|cook|internet|short order cook","http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1",154,"English","USA","PG-13",5.5e+07,2003,390,5.8,2.35,0
"Color","Andrey Konchalovskiy",45,97,96,403,"Jack Palance",13000,63408614,"Action|Comedy|Crime|Thriller","Sylvester Stallone","Tango & Cash ",75365,14432,"Brion James",1,"1980s|80s action|escape|plea bargain|prison","http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1",149,"English","USA","R",5.5e+07,1989,549,6.3,2.35,0
"Color","Matthew R. Anderson",17,89,252,252,"Vernon Wells",1000,NA,"Action|Horror|Sci-Fi","Johnny Pacar","The Dead Undead ",737,2510,"Matthew R. Anderson",1,"flashback|immortality|rural setting|vampire|zombie","http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1",15,"English","USA","R",1100000,2010,745,3,1.85,444
"Color","Gus Van Sant",324,128,835,755,"Denis O'Hare",11000,31838002,"Biography|Drama|History","James Franco","Milk ",136673,13189,"Lucas Grabeel",1,"california|gay|gay activist|gay pickup|gay rights","http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1",281,"English","USA","R",2e+07,2008,896,7.6,1.85,10000
" Black and White","George Miller",177,87,750,41,"Bruce Spence",745,9003011,"Action|Adventure|Sci-Fi|Thriller","Vernon Wells","Mad Max 2: The Road Warrior ",133966,1396,"Kjell Nilsson",0,"australian|gasoline|post apocalypse|refinery|warrior","http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1",294,"English","Australia","R",2e+06,1981,531,7.6,2.35,0
"Color","David Webb Peoples",21,90,73,26,"Joan Chen",848,882290,"Action|Sci-Fi|Sport","Delroy Lindo","The Blood of Heroes ",4792,1526,"Anna Katarina",2,"battle|blood splatter|combat|game|showdown","http://www.imdb.com/title/tt0094764/?ref_=fn_tt_tt_1",43,"English","Australia","R",1e+07,1989,643,6.5,1.33,999
"Color","Paul Bartel",164,80,43,668,"David Carradine",13000,NA,"Action|Comedy|Sci-Fi|Sport","Sylvester Stallone","Death Race 2000 ",19875,14950,"Martin Kove",0,"cult director|cult film|drive in classic|psychotronic|race","http://www.imdb.com/title/tt0072856/?ref_=fn_tt_tt_1",147,"English","USA","R",3e+05,1975,926,6.2,1.85,0
"Color","Donald Petrie",19,95,80,287,"John Larroquette",3000,38087756,"Comedy|Family","Macaulay Culkin","Ri¢hie Ri¢h ",49612,4634,"Jonathan Hyde",1,"attempted murder|based on comic book|escape from prison|lost at sea|wealth","http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1",39,"English","USA","PG",4e+07,1994,450,5.2,1.85,0
" Black and White","Robert Rossen",100,134,31,366,"Jackie Gleason",654,NA,"Drama|Sport","George C. Scott","The Hustler ",62860,2290,"Murray Hamilton",1,"drink|manager|money|partner|pool hall","http://www.imdb.com/title/tt0054997/?ref_=fn_tt_tt_1",167,"English","USA","Unrated",2e+06,1961,491,8,2.35,0
"Color","Pierre Morel",203,92,180,75,"Amber Rose Revah",211,23324666,"Action|Thriller","Kasia Smutniak","From Paris with Love ",97775,488,"Rebecca Dayan",1,"ambassador|cia|dinner|spy|terrorist","http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1",211,"English","France","R",5.2e+07,2010,135,6.5,2.35,0
"Color","Peter Segal",211,113,88,785,"Sylvester Stallone",22000,29802761,"Comedy|Sport","Robert De Niro","Grudge Match ",46480,36009,"Oscar Gale",1,"broke|promoter|retirement|trainer|training","http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1",115,"English","USA","PG-13",4e+07,2013,13000,6.4,1.85,12000
"Color","Charles Herman-Wurmfeld",110,97,0,117,"Jennifer Westfeldt",378,7022940,"Comedy|Drama|Romance","Scott Cohen","Kissing Jessica Stein ",14018,1173,"Brian Stepanek",1,"friend|friendship|journalist|new york city|personal ad","http://www.imdb.com/title/tt0264761/?ref_=fn_tt_tt_1",190,"English","USA","R",1e+06,2001,321,6.7,1.85,682
"Color","Gnana Rajasekaran",2,153,0,7,"Michael Lieber",109,NA,"Biography|Drama|History","Mani Bharathi","Ramanujan ",102,164,"Kevin McGowan",0,"ramanujan","http://www.imdb.com/title/tt3037162/?ref_=fn_tt_tt_1",1,"English","India","",NA,2014,36,7,2.35,58
"Color","Jerry Belson",21,87,3,83,"Tim Thomerson",922,NA,"Comedy|Music|Sci-Fi","Cassandra Peterson","Jekyll and Hyde... Together Again ",881,1324,"Bess Armstrong",0,"breasts growing|coors light|drugs|hospital|spinning in grave","http://www.imdb.com/title/tt0084171/?ref_=fn_tt_tt_1",32,"English","USA","R",5e+06,1982,162,6.2,NA,323
"Color","Peter Webber",160,100,73,1000,"Colin Firth",19000,11634362,"Biography|Drama|Romance","Scarlett Johansson","Girl with a Pearl Earring ",60171,34700,"Tom Wilkinson",0,"17th century|girl|maid|painter|painting","http://www.imdb.com/title/tt0335119/?ref_=fn_tt_tt_1",296,"English","UK","PG-13",NA,2003,14000,7,2.35,0
"Color","Adam McKay",181,98,285,7000,"Will Ferrell",640000,84136909,"Comedy","Darcy Donavan","Anchorman: The Legend of Ron Burgundy ",267921,656730,"Steve Carell",5,"1970s|anchorman|news anchor|newsroom|tv station","http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1",577,"English","USA","PG-13",2.6e+07,2004,8000,7.2,1.85,0
"Color","Woody Allen",69,101,11000,2,"Gaby Hoffmann",1000,9714482,"Comedy|Musical|Romance","Natasha Lyonne","Everyone Says I Love You ",30083,1614,"Jeff DeRocker",0,"engagement|grandfather|liberal|maid|song","http://www.imdb.com/title/tt0116242/?ref_=fn_tt_tt_1",140,"English","USA","R",2e+07,1996,612,6.8,1.85,0
"Color","Robert Zemeckis",188,100,0,267,"Eddie Deezen",15000,665426,"Adventure|Animation|Family|Fantasy","Tom Hanks","The Polar Express ",120798,16264,"Peter Scolari",0,"boy|christmas|christmas eve|north pole|train","http://www.imdb.com/title/tt0338348/?ref_=fn_tt_tt_1",444,"English","USA","G",1.65e+08,2004,726,6.6,2.35,10000
"Color","Peter Chelsom",118,106,23,418,"Nick Cannon",1000,57887882,"Comedy|Drama|Romance","Lisa Ann Walter","Shall We Dance ",35508,2325,"Omar Benson Miller",2,"dance|dance competition|dance lesson|love|teacher","http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1",211,"English","USA","PG-13",5e+07,2004,593,6.1,1.85,0
"Color","Jonathan Mostow",72,93,84,263,"M.C. Gainey",551,50129186,"Action|Crime|Drama|Mystery|Thriller","Kathleen Quinlan","Breakdown ",38399,1874,"J.T. Walsh",0,"car breakdown|diner|jeep|paranoia|violence","http://www.imdb.com/title/tt0118771/?ref_=fn_tt_tt_1",218,"English","USA","R",3.6e+07,1997,284,6.9,2.35,0
"Color","Mike Figgis",123,111,81,687,"Valeria Golino",12000,31968347,"Drama|Romance","Nicolas Cage","Leaving Las Vegas ",93894,14823,"Julian Sands",0,"alcoholic|bar|love|prostitute|sex","http://www.imdb.com/title/tt0113627/?ref_=fn_tt_tt_1",286,"English","USA","R",3600000,1995,898,7.6,1.66,0
"Color","Michael Mayer",46,95,15,461,"Danny Pino",1000,20998709,"Adventure|Drama|Family","Alison Lohman","Flicka ",6095,3845,"Tim McGraw",0,"father son relationship|horse|horse ranch|ranch|wild mustang","http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1",76,"English","USA","PG",1.5e+07,2006,786,6.2,2.35,1000
"Color","Ken Scott",90,91,31,141,"June Diane Raphael",1000,10214013,"Comedy","Tom Wilkinson","Unfinished Business ",23072,1564,"Melissa McMeekin",2,"business trip|company|glory hole|male frontal nudity|male nudity","http://www.imdb.com/title/tt2358925/?ref_=fn_tt_tt_1",89,"English","USA","R",3.5e+07,2015,249,5.4,2.35,0
